Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.005071238831200193,0.044694435998783824,0.009108935431899863
chair,0.0002495534307029526,0.03231292517006803,0.0004952817892706323
car,0.000330550382751161,0.20079522862823063,0.0006600142458520392
dog,0.0013832454396126913,0.08791208791208792,0.002723636054132267
bottle,0.00025161452654533256,0.01791044776119403,0.0004962573921674042
cat,0.0004889607703012751,0.053497942386831275,0.0009690644800596348
bird,0.00037175872858514824,0.05581395348837209,0.0007385978949959993
pottedplant,8.364700961940611e-05,0.00398406374501992,0.00016385384237260366
sheep,0.00033087860997047544,0.17256637168141592,0.000660490795468017
boat,0.0002258634142335017,0.05365853658536585,0.00044983335718813255
Mean,0.0008787311143522136,0.07231459933573696,0.0016465965283406592
