,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,3.862612910457739,4.322260447194643,1.7272406063155732,3.373427881189039,2.7736302614212036,2.7736302614212036
1,2,3.0574456255613156,4.085641809434534,1.2133506386993436,2.838080586117005,3.2199833393096924,3.2199833393096924
2,3,2.595917318241505,3.7519121082308136,0.9343947829291329,2.503754302545964,2.8701651096343994,2.8701651096343994
3,4,2.2104095744304186,3.753259455489221,0.7639599560844825,2.1609177942448685,3.126502752304077,3.126502752304077
4,5,1.910989219605679,3.6670974942846835,0.6434809644880626,1.8825394934060695,2.6053576469421387,2.6053576469421387
5,6,1.6873217807086098,3.7806719858373437,0.5655168588991303,1.6626199295517998,2.3917076587677,2.3917076587677
6,7,1.445427164028477,3.6422046202922536,0.4883236492721246,1.4185377368616445,2.1157369017601013,2.1157369017601013
7,8,1.2514517844456605,4.105382444145524,0.43091793988709487,1.2176266744140989,2.22408926486969,2.22408926486969
8,9,1.157457095271664,4.045688755670998,0.40246638669153656,1.120836853149791,2.341773748397827,2.341773748397827
9,10,0.9866180399271756,4.56553919343539,0.3637681837807296,0.9328760971994113,3.5798168182373047,3.5798168182373047
10,11,0.9034028314054012,4.392594927451878,0.3422207427385185,0.8434867544957028,2.982462763786316,2.982462763786316
11,12,0.8192590530450395,4.64021691676473,0.3242688851515876,0.7498454645898402,2.22059166431427,2.22059166431427
