,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.10075039,0.18169905,0.09646866,0.0,0.027129142,0.12043057,0.18196711,0.1875935,0.1875935,0.0,0.035129283,0.2285896,[0.21830653 0.15735687 0.041959   0.05202337 0.03410619],[0.27164948 0.2725352  0.20372093 0.10439024 0.08567164],[1 2 3 4 5]
