Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.09305866268953518,0.9106111280024324,0.1688608237250867
chair,0.013708731355790179,0.6955782312925171,0.026887552180915753
car,0.0523593237446379,0.8250497017892644,0.09846956934393165
dog,0.06022962544701675,0.8791208791208791,0.11273559978862076
bottle,0.1554524361948956,0.4,0.22389306599832917
cat,0.12195121951219512,0.0205761316872428,0.035211267605633804
bird,0.15870307167235495,0.4325581395348837,0.23220973782771537
pottedplant,0.05480868665977249,0.6334661354581673,0.10088832487309644
sheep,0.18781725888324874,0.4911504424778761,0.2717258261933905
boat,0.06439393939393939,0.5804878048780487,0.1159279103750609
Mean,0.09624829555533862,0.5868598594241311,0.13868096779117808
