,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.95745385,0.980198,0.96559584,-1.0,0.9340594,0.96852195,0.6283688,0.970922,0.970922,-1.0,0.94,0.9775862,0.95745385,0.970922,1
