,epoch,time_elapsed,total_time_elapsed
0,1,53.60131216049194,53.60131216049194
1,2,42.662779092788696,96.26409125328064
2,3,51.86802411079407,148.1321153640747
3,4,51.28063464164734,199.41275000572205
4,5,52.71413278579712,252.12688279151917
5,6,51.813623905181885,303.94050669670105
6,7,49.29337501525879,353.23388171195984
7,8,38.31355118751526,391.5474328994751
8,9,38.151440143585205,429.6988730430603
9,10,38.480525732040405,468.1793987751007
10,11,38.15550088882446,506.33489966392517
11,12,38.385419845581055,544.7203195095062
12,13,48.860084533691406,593.5804040431976
13,14,42.42777919769287,636.0081832408905
14,15,38.12100625038147,674.129189491272
