,epoch,train_loss,val_loss,loss_classifier_train,loss_box_reg_train,loss_objectness_train,loss_rpn_box_reg_train,loss_classifier_val,loss_box_reg_val,loss_objectness_val,loss_rpn_box_reg_val
0,1,0.009974636446475704,3.15681581018127,2.5532897655094895,0.09673947988080174,0.4321299672266033,0.027073475854279837,0.9646307211369276,0.9646307211369276,0.9646307211369276,0.9646307211369276
1,2,0.006489012869092348,3.1303390141959504,2.5638967090956517,0.09633423979682457,0.4289703395056634,0.02833466013925037,0.9562242459505796,0.9562242459505796,0.9562242459505796,0.9562242459505796
2,3,0.005586092073087381,3.0886374622861914,2.5510065492904075,0.09192699415197979,0.4237906343986881,0.028229327285694935,0.9360862113535404,0.9360862113535404,0.9360862113535404,0.9360862113535404
3,4,0.004929145732807501,3.0539511988096146,2.5388597740191163,0.08776383659210509,0.41462148728380066,0.027912534419071825,0.9162979535758495,0.9162979535758495,0.9162979535758495,0.9162979535758495
4,5,0.004292316377928881,3.048047196085208,2.53037160175426,0.08597518339868478,0.40552224069572634,0.027621588499446303,0.9205879271030426,0.9205879271030426,0.9205879271030426,0.9205879271030426
5,6,0.003968104302326096,3.048852704395758,2.524566406680045,0.08365693977200557,0.4062358830776936,0.027759927354054525,0.9228803310543299,0.9228803310543299,0.9228803310543299,0.9228803310543299
6,7,0.0033560351372879244,3.025928377548111,2.519891276677078,0.0824332636929004,0.4048273203650785,0.02787558640101511,0.9193704659119248,0.9193704659119248,0.9193704659119248,0.9193704659119248
7,8,0.0031049535914419966,3.001187141810622,2.5171814457835437,0.08074357503155795,0.4075781577614911,0.02796250417127892,0.9237532345578074,0.9237532345578074,0.9237532345578074,0.9237532345578074
8,9,0.002882008484312307,3.0112276528483237,2.5128272387468926,0.07864288567939651,0.4100868687964976,0.028129823892660194,0.9327808413654566,0.9327808413654566,0.9327808413654566,0.9327808413654566
9,10,0.002785033794450704,3.041677017635274,2.5083584240942356,0.07691026844898081,0.4099495128802433,0.028112039822980623,0.9415743052959442,0.9415743052959442,0.9415743052959442,0.9415743052959442
10,11,0.0026265283193543693,3.0261573089617433,2.505160310975859,0.07481987831790966,0.41067197115517384,0.028098618785092372,0.9322071643546224,0.9322071643546224,0.9322071643546224,0.9322071643546224
11,12,0.0023126094384449663,3.0266017557304594,2.5046537737144488,0.07421548687363322,0.41209087130248057,0.02832707935709193,0.9370431276038289,0.9370431276038289,0.9370431276038289,0.9370431276038289
12,13,0.002187600233113376,3.03273736316467,2.503024716382829,0.07321984579685475,0.416309636693326,0.028600091391534622,0.9191513694822788,0.9191513694822788,0.9191513694822788,0.9191513694822788
