Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.0012970108532015323,0.08513225904530253,0.0025550942190993293
chair,0.0,0.0,0.0
car,0.0001366120218579235,0.0019880715705765406,0.000255656397801355
dog,0.0,0.0,0.0
bottle,0.0,0.0,0.0
cat,7.884445565787813e-05,0.0205761316872428,0.0001570869790603057
bird,0.0007501875468867217,0.004651162790697674,0.0012919896640826874
pottedplant,0.0,0.0,0.0
sheep,0.0002893315564284211,0.14601769911504425,0.0005775187693600042
boat,0.0,0.0,0.0
Mean,0.0005103972868064953,0.05167306484177277,0.0009674692058807364
