,Class,Mean Euclidean Distance@0.50,Mean Euclidean Distance@0.55,Mean Euclidean Distance@0.60,Mean Euclidean Distance@0.65,Mean Euclidean Distance@0.70,Mean Euclidean Distance@0.75,Mean Euclidean Distance@0.80,Mean Euclidean Distance@0.85,Mean Euclidean Distance@0.90,Mean Euclidean Distance@0.95
0,Background,,,,,,,,,,
1,person,22.187832334187647,20.014749089872808,18.137929332156848,16.42564554622548,14.636134331534942,12.51418624963373,10.719042773214317,8.761486373731264,6.88537008998774,4.596148002452771
2,chair,33.10383417446526,28.986328277944096,24.886785628349568,21.775893009210883,17.38076127640563,13.669975660700043,10.741127129964896,8.573057006458212,6.525403752271378,4.807782742027803
3,car,15.025663799289104,13.570434278057203,12.676798135253183,11.555803537373196,10.705692117666956,9.186750907985061,8.646899866121604,7.287208414508374,6.212675810200847,4.697296753059041
4,dog,34.16535626144431,32.17014639775472,29.061641717942486,24.860562045614305,21.448005666652325,18.565912948567696,15.480344447148857,12.535248703840752,8.936980451022572,5.827535717009106
5,bottle,12.757899206098129,12.177784310965986,11.224279071797397,10.31635356519972,8.358287452820743,6.482751838938466,6.190655781831207,5.41331965856871,4.0842611831708435,2.6192323778546576
6,cat,39.76915839448023,34.44901473641247,30.470619900464914,25.077109918609484,22.141215729505305,20.485298818615142,16.459194892572572,15.27400925146604,10.8165698722893,6.6167219681218885
7,bird,21.036545761121,19.548539393501716,18.647565918119643,16.38107108118911,14.296058387452726,11.157663990024393,8.515722748800647,6.913920326475149,5.584559496526213,5.356860183083969
8,pottedplant,22.764986561175142,21.151582490238845,20.5712046143921,20.23554551896102,14.543003271531035,12.236478518774163,8.704809660151517,6.847767807961599,5.377627204026329,1.1266947922878066
9,sheep,10.441354511752214,9.18429010092434,9.237374470834165,7.548305630564401,6.547296225279612,5.6392896500308645,5.053387438037167,4.468222353357208,4.087689501490543,4.235936309476731
10,boat,20.303836312774973,19.333973245121953,16.885862141863353,16.131561987024273,12.53376937043602,10.853009450024144,8.717061840281447,7.337064043975491,5.905851645837468,4.664997844974813
