,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.003976332,0.011828968,0.00071051496,2.4221421e-08,6.566521e-05,0.0053539914,0.005641353,0.02862795,0.12137843,0.0007246377,0.047877014,0.13987681,0.003976332,0.12137843,1
