,epoch,time_elapsed,total_time_elapsed
0,1,331.679559469223,331.679559469223
1,2,333.229012966156,664.908572435379
2,3,332.70476269721985,997.6133351325989
3,4,334.2398827075958,1331.8532178401947
4,5,332.71041107177734,1664.563628911972
5,6,333.04484820365906,1997.608477115631
