,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,0.3225768306249074,1.146015400362906,0.3020947845043423,0.23393239995255788,0.6218212746153368,0.39314785599708557,0.39314785599708557,0.39314785599708557
1,2,0.29147196595913893,1.1282746346197396,0.25209501199424267,0.19989073597042709,0.6161530877454816,0.3790029187997182,0.3790029187997182,0.3790029187997182
2,3,0.2741143873274744,1.1400712209048671,0.21933566164399418,0.1772342863597115,0.6122966930966511,0.3561386664708455,0.3561386664708455,0.3561386664708455
3,4,0.2606786930951003,1.143608455763799,0.1914033422629549,0.16098617322124958,0.6095575504004955,0.35497114062309265,0.35497114062309265,0.35497114062309265
4,5,0.24830467726547864,1.1627611147466106,0.16380675439940434,0.14685432063241569,0.6072423751944693,0.3755021293958028,0.3755021293958028,0.3755021293958028
5,6,0.23842972644961605,1.1913042564258398,0.13989383890511137,0.13670554289933748,0.6055973518256829,0.3970150798559189,0.3970150798559189,0.3970150798559189
6,7,0.22969994720976764,1.206499016730585,0.12042419657668221,0.12712653151878686,0.6041535793620849,0.3898499260346095,0.3898499260346095,0.3898499260346095
