,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.23585674,0.4197226,0.2381888,0.0,0.095377445,0.2779874,0.24854398,0.29624084,0.29624084,0.0,0.13556431,0.33705676,[0.42957902 0.2534636  0.2141677  0.18372916 0.09834422],[0.4974227  0.32112676 0.27348837 0.24439025 0.14477612],[1 2 3 4 5]
