,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.16076049,0.21982197,0.18670714,0.0,0.025861386,0.19512135,0.17284785,0.1813603,0.1813603,0.0,0.028232323,0.21952608,[0.41340524 0.17392069 0.10450442 0.09136663 0.02060547],[0.4458763  0.18380281 0.12093023 0.12634146 0.02985075],[1 2 3 4 5]
