Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
Clear Plastic Bottle,0.4716106604866744,0.980722891566265,0.6369327073552425
Drink Can,0.6160130718954249,0.9754204398447607,0.7551326990485728
Drink Carton,0.8705035971223022,0.9758064516129032,0.9201520912547528
Glass Bottle,0.7336448598130841,0.98125,0.8395721925133691
Glass Jar,0.8289473684210527,0.9692307692307692,0.8936170212765957
Other Plastic Bottle,0.8374384236453202,0.9941520467836257,0.9090909090909091
Mean,0.7263596635639763,0.979430433173054,0.8257496034232403
