Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.02717867788883044,0.7989690721649485,0.0525691029336951
bicycle,0.02536806342015855,0.7887323943661971,0.04915514592933948
bird,0.01695824836320704,0.7348837209302326,0.0331514897188418
boat,0.00782196761044398,0.6926829268292682,0.015469252137916008
bottle,0.002247219541922706,0.5283582089552239,0.004475404240255882
bus,0.03977646285338593,0.8175675675675675,0.07586206896551725
car,0.008265511045344044,0.7773359840954275,0.016357095046854085
cat,0.05460138426044604,0.8765432098765432,0.1027992277992278
chair,0.004110306395676274,0.7074829931972789,0.008173128874131852
cow,0.030181706190329536,0.7368421052631579,0.05798816568047337
diningtable,0.015339166003863198,0.7417582417582418,0.030056773906267396
dog,0.0807047456663825,0.7802197802197802,0.1462786505279423
horse,0.030110610405571486,0.765625,0.05794245171462357
motorbike,0.052057094878253565,0.775,0.09756097560975609
person,0.008175291883468027,0.8756460930373974,0.016199341901735245
pottedplant,0.0053027464768437135,0.7330677290836654,0.010529327610872677
sheep,0.022222222222222223,0.7964601769911505,0.04323804948354552
sofa,0.042923433874709975,0.676829268292683,0.08072727272727273
train,0.029997710098465767,0.916083916083916,0.05809312638580932
tvmonitor,0.00870181771303339,0.8544303797468354,0.017228177641653908
Mean,0.02560221933962792,0.7687259384229759,0.04869271144178657
