Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.144721848130115,0.8494983277591973,0.2473113520690418
chair,0.017605346809030892,0.7346938775510204,0.03438669107697206
car,0.16434176111595467,0.7495029821073559,0.2695745441544512
dog,0.16931582584657912,0.6730769230769231,0.27056874654886803
bottle,0.1797884841363102,0.45671641791044776,0.2580101180438449
cat,0.2286096256684492,0.7037037037037037,0.34510595358224017
bird,0.16775032509752927,0.6,0.2621951219512195
pottedplant,0.08836617927527018,0.5537848605577689,0.15241228070175442
sheep,0.3746130030959752,0.5353982300884956,0.4408014571948998
boat,0.0824607329842932,0.6146341463414634,0.1454125793421812
Mean,0.1617573132159507,0.6471009469096376,0.2425778844665473
