,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95
Clear Plastic Bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drink Can,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.29662132514260636,0.28532250987275126,0.28532250987275126,0.27424308907415534,0.24232119350592365,0.2123738481790259,0.13437911364633612,0.03960070206230803,0.005375164545853445,0.00010969723562966212
Drink Carton,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.1801470588235294,0.058823529411764705,0.014705882352941176,0.0,0.0
Glass Bottle,0.10964912280701754,0.10964912280701754,0.10964912280701754,0.10964912280701754,0.10964912280701754,0.10964912280701754,0.10964912280701754,0.09551656920077972,0.09551656920077972,0.09551656920077972,0.09551656920077972,0.09551656920077972,0.09551656920077972,0.09551656920077972,0.08235867446393762,0.039473684210526314,0.0043859649122807015,0.001949317738791423,0.0,0.0
Glass Jar,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.08663101604278076,0.052406417112299465,0.03850267379679144,0.026737967914438502,0.026737967914438502,0.0042780748663101605,0.0042780748663101605,0.0,0.0
Other Plastic Bottle,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.18454661558109833,0.16347381864623242,0.1251596424010217,0.1251596424010217,0.07726692209450832,0.015964240102171137,0.0006385696040868454,0.0
mAP,0.15584868889393358,0.15584868889393358,0.15584868889393358,0.1521236995367603,0.1521236995367603,0.1521236995367603,0.1521236995367603,0.14976827393572065,0.14976827393572065,0.14976827393572065,0.14976827393572065,0.1478851380574115,0.1421810382356646,0.13450504472750294,0.11864526598873006,0.09731536692142363,0.04652226748853333,0.012749702853753653,0.0010022890249900484,1.8282872604943688e-05
