,epoch,time_elapsed,total_time_elapsed
0,1,72.28770327568054,72.28770327568054
1,2,69.5137939453125,141.80149722099304
2,3,61.37610220909119,203.17759943008423
3,4,61.0056893825531,264.18328881263733
4,5,60.890984296798706,325.07427310943604
5,6,60.62317967414856,385.6974527835846
6,7,61.13418483734131,446.8316376209259
7,8,61.29092335700989,508.1225609779358
8,9,46.26362705230713,554.3861880302429
9,10,46.484840631484985,600.8710286617279
10,11,47.21912741661072,648.0901560783386
11,12,46.322773694992065,694.4129297733307
12,13,46.53569984436035,740.948629617691
