Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.018977536793183578,0.7577319587628866,0.03702770780856423
bicycle,0.02610441767068273,0.6408450704225352,0.05016538037486218
bird,0.0069171364950016585,0.6790697674418604,0.013694775349404371
boat,0.007213284898806435,0.6780487804878049,0.014274711168164313
bottle,0.004337480044579656,0.4298507462686567,0.008588298443370907
bus,0.08203125,0.7094594594594594,0.14705882352941177
car,0.013232931094237373,0.8349900596421471,0.026052974381241857
cat,0.04405564924114671,0.8600823045267489,0.08381792660918387
chair,0.004363697394369152,0.7074829931972789,0.00867389491242702
cow,0.02899824253075571,0.49624060150375937,0.05479452054794521
diningtable,0.014049172102358254,0.6153846153846154,0.027471179789060586
dog,0.05305947796320069,0.6813186813186813,0.09845176657403733
horse,0.030842607313195547,0.5052083333333334,0.05813605034462092
motorbike,0.06951135581555402,0.63125,0.12523248605083695
person,0.010281183763108161,0.8981453329279416,0.020329651422869136
pottedplant,0.01054812582407233,0.6693227091633466,0.020768945481518107
sheep,0.030599125739264592,0.5265486725663717,0.05783718104495746
sofa,0.02413793103448276,0.6402439024390244,0.046521931767833404
train,0.048357664233576646,0.7412587412587412,0.09079229122055675
tvmonitor,0.015480619224768991,0.8164556962025317,0.030385113649746793
Mean,0.02715494445881725,0.6759469213153863,0.05100378052353065
