,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,0.01144210160461091,11.62281916042169,2.8013377136742794,9.060416411261523,0.0,0.0
1,2,0.005158221539650254,11.54339105884234,3.0978437677025794,8.870199184927321,0.0,0.0
2,3,0.004210319557717738,11.220349252223969,3.1439980321713077,8.546769365645547,0.0,0.0
3,4,0.0036448836554097766,10.877226198712984,3.1336141670250712,8.206880553078106,0.0,0.0
4,5,0.0032376627430661035,10.568653802076975,3.1127295717938255,7.9076240838029,0.0,0.0
5,6,0.0029214858098794484,10.339216530323029,3.109275353273363,7.64490670975838,0.0,0.0
6,7,0.002806408600952789,10.111820032199224,3.1264786376752927,7.42689058980869,0.0,0.0
7,8,0.0028335234022322502,10.040787001450857,3.1412532401903897,7.287779061120885,0.0,0.0
8,9,0.0026117141010197063,9.961739028493563,3.1716172442636417,7.170268614237545,0.0,0.0
9,10,0.002337450551167699,9.896702115734419,3.169342457201645,7.0494533651657685,0.0,0.0
10,11,0.0023217406891684494,9.7465651233991,3.1630334091095524,6.947916775623351,0.0,0.0
11,12,0.0023407601900683104,9.627654254436493,3.1599941473880797,6.878835279886959,0.0,0.0
12,13,0.0023350532500798467,9.591180101037025,3.2007710497342905,6.819754381762206,0.0,0.0
13,14,0.002058443119962707,9.493936955928802,3.1979398746981875,6.753672199394867,0.0,0.0
14,15,0.0019707106565701143,9.443768829107285,3.1873769253264856,6.676893510891281,0.0,0.0
15,16,0.001996873842395899,9.396781732638678,3.164626232290086,6.604802986319738,0.0,0.0
16,17,0.0020681725317285263,9.34358619650205,3.1577052004919706,6.553865282408154,0.0,0.0
17,18,0.002022402307004419,9.360535065333048,3.1513711523918704,6.50545234316178,0.0,0.0
18,19,0.001861781928375477,9.28169352809588,3.171113382222998,6.450768755774462,0.0,0.0
19,20,0.0018977797668398792,9.212956885496775,3.186042651465831,6.398107282987988,0.0,0.0
20,21,0.001972754493014503,9.14388832449913,3.2191032656276497,6.359237524571309,0.0,0.0
21,22,0.0019160092445730252,9.142082524796328,3.210869756909727,6.325384201530282,0.0,0.0
22,23,0.0017763993553532899,9.111431573828062,3.2004170113847454,6.29131348151287,0.0,0.0
23,24,0.001774060111919432,9.059678812821707,3.1961937940302696,6.247710844214636,0.0,0.0
24,25,0.0018069502847795269,9.012100470562777,3.199780597623068,6.20665061382847,0.0,0.0
25,26,0.0018229138760166314,8.985301574071249,3.20686034146156,6.1664186892618655,0.0,0.0
26,27,0.0017408001968878825,8.937029848496119,3.2226918067185935,6.132312734254444,0.0,0.0
27,28,0.001713754304947744,8.9018722747763,3.2261489360842086,6.095003866967354,0.0,0.0
28,29,0.0017609147852613726,8.912684400876364,3.2263853543359815,6.062944086453387,0.0,0.0
29,30,0.0017610935309461055,8.93104307850202,3.2123413636142972,6.034528784351495,0.0,0.0
