,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95
Background,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clear Plastic Bottle,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1763085399449036,0.1549586776859504,0.1549586776859504,0.1549586776859504,0.1549586776859504,0.14480027548209365,0.12551652892561985,0.12551652892561985,0.08333333333333333,0.05578512396694215,0.029097796143250688,0.006198347107438016,0.0001721763085399449
Drink Can,0.26030034655371587,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.25038505968425107,0.24066230265691183,0.18636888717751252,0.12475933769734308,0.05092414324220255,0.011648055448594532,9.626492106276471e-05
Drink Carton,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.028935185185185182,0.004629629629629629,0.004629629629629629
Glass Bottle,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.07011159631246967,0.0621057738961669,0.0621057738961669,0.0621057738961669,0.0621057738961669,0.04099951479864144,0.024260067928190198,0.011887433284813197,0.0060650169820475495,0.002183406113537118,0.00024260067928190196,0.0
Glass Jar,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.06432748538011696,0.0531632110579479,0.0531632110579479,0.02604997341839447,0.019138755980861243,0.013290802764486975,0.0,0.0,0.0
Other Plastic Bottle,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.14204545454545453,0.12373737373737374,0.0763888888888889,0.002525252525252525,0.0
mAP,0.1416112494684558,0.13995870165687832,0.13995870165687832,0.13995870165687832,0.13995870165687832,0.13995870165687832,0.13995870165687832,0.13995870165687832,0.13640039128038614,0.13506608754433566,0.13506608754433566,0.13506608754433566,0.13151230812333134,0.12478064051433148,0.11585140025810749,0.08614132306600815,0.06628528820371125,0.031254903262177405,0.004207314231699433,0.0008163451432053898
