,epoch,time_elapsed,total_time_elapsed
0,1,83.46191453933716,83.46191453933716
1,2,86.3335018157959,169.79541635513306
2,3,73.89187502861023,243.6872913837433
3,4,73.82928013801575,317.51657152175903
4,5,73.52607774734497,391.042649269104
5,6,73.01007533073425,464.05272459983826
6,7,73.2865719795227,537.339296579361
7,8,73.63930797576904,610.97860455513
8,9,73.34878444671631,684.3273890018463
9,10,86.87359690666199,771.2009859085083
10,11,102.07568144798279,873.2766673564911
11,12,101.12308883666992,974.399756193161
12,13,101.42868757247925,1075.8284437656403
13,14,101.5069043636322,1177.3353481292725
14,15,99.97418570518494,1277.3095338344574
15,16,105.04757952690125,1382.3571133613586
16,17,101.71450519561768,1484.0716185569763
17,18,99.1987578868866,1583.270376443863
18,19,107.52028799057007,1690.790664434433
19,20,119.69344568252563,1810.4841101169586
20,21,102.2419044971466,1912.7260146141052
21,22,110.00981307029724,2022.7358276844025
22,23,112.19590997695923,2134.9317376613617
23,24,95.22380304336548,2230.155540704727
24,25,72.77822875976562,2302.933769464493
25,26,73.03122234344482,2375.9649918079376
26,27,73.00154781341553,2448.966539621353
27,28,72.77759671211243,2521.7441363334656
28,29,73.57850408554077,2595.3226404190063
29,30,74.0338180065155,2669.356458425522
30,31,73.61174726486206,2742.968205690384
31,32,73.52109813690186,2816.4893038272858
32,33,73.79692196846008,2890.286225795746
33,34,73.39876127243042,2963.6849870681763
