Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.056682453723795684,0.9133475220431743,0.10674057492093948
chair,0.030350932658868162,0.4897959183673469,0.057159869008633526
car,0.21072088724584104,0.4532803180914513,0.28769716088328073
dog,0.08808290155440414,0.46703296703296704,0.14821272885789014
bottle,0.0,0.0,0.0
cat,0.08737864077669903,0.037037037037037035,0.05202312138728323
bird,0.04939626783754116,0.20930232558139536,0.07992895204262877
pottedplant,0.08888888888888889,0.09561752988047809,0.09213051823416507
sheep,0.0,0.0,0.0
boat,0.03785488958990536,0.05853658536585366,0.04597701149425287
Mean,0.08116948278449293,0.34049377542496295,0.10873374210363423
