Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.041639767591994836,0.6649484536082474,0.07837181044957472
bicycle,0.02133405347015933,0.5563380281690141,0.04109232769830949
bird,0.012223710649698594,0.6790697674418604,0.024015132823422977
boat,0.006643869076697606,0.6634146341463415,0.013155985489721887
bottle,0.0051466803911477095,0.417910447761194,0.010168137415114211
bus,0.1044921875,0.722972972972973,0.1825938566552901
car,0.01564406967713303,0.8409542743538767,0.030716723549488057
cat,0.10309278350515463,0.6584362139917695,0.17827298050139276
chair,0.005082944968971096,0.7159863945578231,0.010094228786534633
cow,0.04471330878485008,0.6390977443609023,0.08357915437561454
diningtable,0.021103896103896104,0.5714285714285714,0.04070450097847358
dog,0.08592497595383136,0.7362637362637363,0.1538903244329601
horse,0.06,0.5,0.10714285714285712
motorbike,0.09586466165413533,0.6375,0.16666666666666666
person,0.014110187430242851,0.8917604134995439,0.02778080349320161
pottedplant,0.005263157894736842,0.6972111553784861,0.01044744932987075
sheep,0.04644808743169399,0.37610619469026546,0.08268482490272373
sofa,0.03943908851884312,0.5487804878048781,0.07358953393295176
train,0.045167557066537155,0.6503496503496503,0.08446866485013624
tvmonitor,0.014941052877319949,0.810126582278481,0.029340974212034382
Mean,0.03941380202735219,0.6489327861528807,0.07143884688431697
