,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,1.6380034983854428,1.5183012349026226,0.842608421414255,0.1959574380715456,0.5994376411365572,0.5011010865370432,0.5011010865370432,0.5011010865370432
1,2,1.4540584522917448,1.2144471975826772,0.6844113831904447,0.1737377212043399,0.5959093465565521,0.4076431890328725,0.4076431890328725,0.4076431890328725
2,3,1.1565138831360386,1.1019468823291152,0.4348863216735005,0.1310843641121184,0.5905431983905418,0.3704190254211426,0.3704190254211426,0.3704190254211426
3,4,1.1541689547414187,1.075293634121663,0.4342419956375575,0.12973713082975108,0.5901898275190425,0.3718779385089874,0.3718779385089874,0.3718779385089874
4,5,1.0179548630557267,0.9608112472657845,0.31763333197145627,0.11301157583926465,0.587309955366861,0.3386905640363693,0.3386905640363693,0.3386905640363693
5,6,1.0829698644245531,0.9333360647787036,0.3787173418900451,0.11653563932942174,0.587716882404323,0.31482619047164917,0.31482619047164917,0.31482619047164917
6,7,0.9251966595592056,0.8753479133734358,0.2422615741548198,0.09781627796773111,0.5851188069470575,0.30313944816589355,0.30313944816589355,0.30313944816589355
7,8,0.8864343738810063,0.8492244592471762,0.20845377239590146,0.0935628321750751,0.5844177676834793,0.2951045384009679,0.2951045384009679,0.2951045384009679
8,9,0.956594288116321,1.2500894029285305,0.2715688114289508,0.09956868177184086,0.5854567950852564,0.4029114097356796,0.4029114097356796,0.4029114097356796
9,10,1.0354106901572564,0.9324072823058988,0.3373265032989417,0.1110537216093426,0.5870304631991922,0.3160243233044942,0.3160243233044942,0.3160243233044942
10,11,0.8577257949419899,0.8404926021548562,0.18829368249318457,0.08624936134345551,0.5831827514360999,0.29415705303351086,0.29415705303351086,0.29415705303351086
11,12,0.8074309062549984,0.8054989548062766,0.14723122284081808,0.07817877960069297,0.5820209032324987,0.28504741688569385,0.28504741688569385,0.28504741688569385
12,13,0.8190217290514135,0.8333983634365723,0.15913997433619154,0.07816927286657009,0.5817124811566878,0.2819432516892751,0.2819432516892751,0.2819432516892751
13,14,0.8099210009625996,0.8053012606502885,0.1532993124840168,0.07521218622960672,0.5814095026700297,0.2793449896077315,0.2793449896077315,0.2793449896077315
14,15,0.7767178190624011,0.7967995601424961,0.12439170343122471,0.07142725441208823,0.5808988607653948,0.2733897219101588,0.2733897219101588,0.2733897219101588
15,16,0.7868958040551695,0.7978078527305336,0.13565654816315673,0.07042729035324513,0.5808119650616824,0.2900339439511299,0.2900339439511299,0.2900339439511299
16,17,0.7434718850240855,0.8312281234387475,0.09663991678734479,0.06667725706829855,0.5801547097964822,0.3108143558104833,0.3108143558104833,0.3108143558104833
17,18,0.7452947214827125,0.9876365239006276,0.09990535307965687,0.06537546075784784,0.5800139076798876,0.3074200302362442,0.3074200302362442,0.3074200302362442
18,19,0.7404628580055959,0.7812149862241474,0.09706703319471527,0.06348239034022614,0.579913434372327,0.2718322426080704,0.2718322426080704,0.2718322426080704
19,20,0.7467459988888592,0.7846458183017246,0.1052942334114543,0.06194808151329232,0.5795036843307665,0.2807783807317416,0.2807783807317416,0.2807783807317416
20,21,0.7420840690976556,0.779627130693804,0.10170589343942568,0.06095415587258464,0.5794240201466552,0.27240102365612984,0.27240102365612984,0.27240102365612984
21,22,0.7075487500183002,0.7902236510254905,0.06984538672988373,0.05867955579300559,0.5790238087979432,0.28644414991140366,0.28644414991140366,0.28644414991140366
22,23,0.7425124286417605,0.7844281479915608,0.10374643305514038,0.05964016685671408,0.579125828553583,0.2700832225382328,0.2700832225382328,0.2700832225382328
23,24,0.7084439543364595,0.7988666049035448,0.07378095931932034,0.05587738727341258,0.5787856080264688,0.2803458447257678,0.2803458447257678,0.2803458447257678
24,25,0.7594540445363521,0.7897269790312145,0.11910626106502868,0.06091937655256626,0.5794284061015209,0.27998677641153336,0.27998677641153336,0.27998677641153336
25,26,0.7082872617251371,0.7898700978491612,0.07547452136027331,0.05424719950332193,0.5785655409236935,0.27608200162649155,0.27608200162649155,0.27608200162649155
