,epoch,time_elapsed,total_time_elapsed
0,1,129.59106636047363,129.59106636047363
1,2,133.528089761734,263.11915612220764
2,3,128.2524335384369,391.37158966064453
3,4,130.43559861183167,521.8071882724762
4,5,130.34593772888184,652.153126001358
5,6,128.96393632888794,781.117062330246
6,7,134.12101769447327,915.2380800247192
7,8,128.9730761051178,1044.211156129837
8,9,130.72490739822388,1174.936063528061
9,10,128.1914131641388,1303.1274766921997
10,11,131.52063632011414,1434.6481130123138
11,12,129.38040590286255,1564.0285189151764
12,13,129.04494190216064,1693.073460817337
