Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.11310861423220973,0.7783505154639175,0.19751471550032698
bicycle,0.06762967826657912,0.7253521126760564,0.12372372372372371
bird,0.18122977346278318,0.5209302325581395,0.2689075630252101
boat,0.056755612028801354,0.6536585365853659,0.1044427123928293
bottle,0.0628977910894796,0.5014925373134328,0.11177644710578843
bus,0.08021806853582554,0.6959459459459459,0.14385474860335193
car,0.08333333333333333,0.8349900596421471,0.1515424860184016
cat,0.3125,0.0411522633744856,0.07272727272727274
chair,0.02072192513368984,0.685374149659864,0.04022759033739269
cow,0.049217002237136466,0.16541353383458646,0.07586206896551724
diningtable,0.07432432432432433,0.5439560439560439,0.130779392338177
dog,0.132316773241515,0.739010989010989,0.22444722569879014
horse,0.14505119453924914,0.4427083333333333,0.2185089974293059
motorbike,0.14037626628075253,0.60625,0.22796709753231492
person,0.11654432078301366,0.897841289145637,0.2063087295210815
pottedplant,0.03888058107242042,0.7250996015936255,0.0738037307380373
sheep,0.75,0.01327433628318584,0.02608695652173913
sofa,0.05780780780780781,0.4695121951219512,0.10294117647058824
train,0.18518518518518517,0.6293706293706294,0.2861685214626391
tvmonitor,0.02724563644103874,0.810126582278481,0.05271828665568369
Mean,0.13476719439975723,0.5739904943573909,0.14201547213840857
