,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.9078672,0.945282,0.94125193,0.8275226,0.9729938,0.97481585,0.6811601,0.91827184,0.9204711,0.8486412,0.98070204,0.9783194,[0.91092145 0.8630902  0.91930646 0.9492142  0.90115744 0.90351325],[0.9214458  0.8774903  0.933871   0.956875   0.91384614 0.91929823],[1 2 3 4 5 6]
