Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.0,0.0,0.0
bicycle,0.0,0.0,0.0
bird,0.0002732394139818215,0.31627906976744186,0.0005460071221811378
boat,0.0004359831419851766,0.014634146341463415,0.0008467400508044031
bottle,0.0,0.0,0.0
bus,0.0007245392383281257,0.10810810810810811,0.0014394314245872882
car,0.0002239140170174653,0.0019880715705765406,0.00040249547192594087
cat,0.0,0.0,0.0
chair,0.0,0.0,0.0
cow,0.0,0.0,0.0
diningtable,0.0,0.0,0.0
dog,0.0,0.0,0.0
horse,0.0,0.0,0.0
motorbike,0.0,0.0,0.0
person,0.0,0.0,0.0
pottedplant,0.0,0.0,0.0
sheep,0.0,0.0,0.0
sofa,0.0,0.0,0.0
train,0.0,0.0,0.0
tvmonitor,0.0,0.0,0.0
Mean,0.00041441895282814733,0.11025234894689749,0.0008086685173746925
