,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,1.3618225605205725,5.250411832084258,1.4905719541240738,3.7912296774733156,0.0,0.0
1,2,1.015103492416612,4.654114914437135,0.9841387960263563,2.9765396758800247,0.0,0.0
2,3,0.8722563769611466,4.648212246596813,0.7735804196134324,2.628242226411368,0.0,0.0
3,4,0.7665860904508647,4.72809116790692,0.656021977389473,2.3303831305667644,0.0,0.0
4,5,0.6709334688929428,4.840332453449567,0.5578071331719064,2.052165349339711,0.0,0.0
5,6,0.6034388410197642,4.691039724896352,0.5038015903905034,1.841753422849961,0.0,0.0
6,7,0.517692570922939,4.575380363501608,0.44273944424362216,1.5658886352113186,0.0,0.0
7,8,0.4594135590693878,5.1115284860134125,0.41606364113115174,1.3643204142574135,0.0,0.0
8,9,0.41927091604994454,5.38194693873326,0.39466673575611855,1.224166496029792,0.0,0.0
9,10,0.3732496149781096,5.059799553205569,0.3791818802195196,1.0584356681194924,0.0,0.0
10,11,0.31103968903251733,5.054219038536151,0.3316215550071979,0.8641564683917597,0.0,0.0
11,12,0.2820735697584753,5.229370984404038,0.32517568635263744,0.75466044611717,0.0,0.0
12,13,0.23600171302224843,5.669761249174674,0.3073633718560272,0.5920993803367588,0.0,0.0
13,14,0.22623036513887063,5.617639952028791,0.2997164129073383,0.5578797848824099,0.0,0.0
14,15,0.19313241173406592,5.839258672048648,0.2842768402244071,0.4437482556129116,0.0,0.0
