Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.009914000641985877,0.9014898145332928,0.019612317726161774
chair,0.002624024266206058,0.7414965986394558,0.005229542115205854
car,0.008048141174733266,0.8667992047713717,0.015948204912486053
dog,0.07832744405182568,0.7307692307692307,0.14148936170212767
bottle,0.003161501618613104,0.49850746268656715,0.006283155874938861
cat,0.07507025291047772,0.7695473251028807,0.13679590343818582
bird,0.013422818791946308,0.5023255813953489,0.026146955574385667
pottedplant,0.011075805719473445,0.4860557768924303,0.021658086277294514
sheep,0.018108882521489972,0.6991150442477876,0.03530331806502067
boat,0.00814785373608903,0.6,0.01607738056336187
Mean,0.022790072543284044,0.6796106039038365,0.042454422624916874
