Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.1019047619047619,0.5515463917525774,0.17202572347266878
bicycle,0.060085836909871244,0.09859154929577464,0.07466666666666666
bird,0.07853403141361257,0.627906976744186,0.13960703205791106
boat,0.021650087770626096,0.18048780487804877,0.038662486938349006
bottle,0.02978877053619787,0.4925373134328358,0.056179775280898875
bus,0.025925925925925925,0.6621621621621622,0.049898167006109974
car,0.02503960034117217,0.8170974155069582,0.04859017556304309
cat,0.2916666666666667,0.11522633744855967,0.16519174041297938
chair,0.01746947949123972,0.5816326530612245,0.033920158690800895
cow,0.020360219263899765,0.39097744360902253,0.03870487532564198
diningtable,0.032714412024756855,0.2032967032967033,0.05635948210205636
dog,0.0715238857752869,0.7362637362637363,0.13038190221357335
horse,0.05830670926517572,0.3802083333333333,0.10110803324099722
motorbike,0.07142857142857142,0.49375,0.12480252764612955
person,0.0485236490300108,0.9148677409546975,0.09215926493108728
pottedplant,0.031058282208588958,0.32270916334661354,0.05666316894018888
sheep,0.0,0.0,0.0
sofa,0.023512476007677544,0.29878048780487804,0.04359430604982207
train,0.04316546762589928,0.7132867132867133,0.08140462889066243
tvmonitor,0.025117370892018778,0.6772151898734177,0.04843820733363512
Mean,0.05672506339378738,0.4872917955816548,0.08170306961911696
