Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.009446759349403533,0.8850714502888416,0.018693989474596787
chair,0.003729158054292407,0.7363945578231292,0.007420736932305055
car,0.008213046424244913,0.7952286282306164,0.01625817989676056
dog,0.04876483798524222,0.8351648351648352,0.09214913610184905
bottle,0.0013489731523331808,0.5194029850746269,0.00269095745503472
cat,0.06364749082007344,0.8559670781893004,0.11848476217601822
bird,0.01007018614586512,0.7674418604651163,0.019879518072289156
pottedplant,0.007066600813039018,0.7410358565737052,0.01399969893120578
sheep,0.011775304034489415,0.8097345132743363,0.02321303989344834
boat,0.004340732972091126,0.7268292682926829,0.008629926732501231
Mean,0.016840308975107438,0.767227103337719,0.0321419945666009
