Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.009074072907545874,0.875950136819702,0.017962074522970068
chair,0.0034353005089038198,0.7312925170068028,0.0068384767690582784
car,0.0074839430326724375,0.7992047713717694,0.014829023571507617
dog,0.05988999796292524,0.8076923076923077,0.11151147354447184
bottle,0.001464163986366473,0.5462686567164179,0.002920500155600418
cat,0.05216955104088287,0.8559670781893004,0.0983451536643026
bird,0.012015332448768982,0.7581395348837209,0.023655757927581456
pottedplant,0.005813569399484706,0.701195219123506,0.01153153153153153
sheep,0.016708587854832913,0.8230088495575221,0.032752245113576335
boat,0.004307379378421226,0.7024390243902439,0.008562254727078132
Mean,0.017236189852080457,0.7601158095751293,0.032890849152767826
