Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.0,0.0,0.0
bicycle,0.0001283491095780523,0.028169014084507043,0.000255533906155173
bird,2.8017482909335424e-05,0.004651162790697674,5.5699445790514376e-05
boat,0.0,0.0,0.0
bottle,7.401705352913312e-05,0.014925373134328358,0.00014730360746534682
bus,0.0006517534269615676,0.20945945945945946,0.0012994634473507715
car,0.00031161662252097847,0.027833001988071572,0.0006163328197226501
cat,0.0,0.0,0.0
chair,0.0005710696133858717,0.034013605442176874,0.0011232799775344005
cow,0.0008765888172312316,0.10526315789473684,0.0017386984600099354
diningtable,0.00020853970074552944,0.02197802197802198,0.0004131591179052833
dog,0.0001380071763731714,0.0027472527472527475,0.00026281208935611036
horse,0.0004980906524987548,0.0625,0.0009883050568275408
motorbike,0.00014785462932844428,0.03125,0.00029431674367954793
person,0.027649769585253458,0.009121313469139556,0.013717421124828533
pottedplant,0.0004836258118004698,0.027888446215139442,0.0009507640067911715
sheep,8.185064303911437e-05,0.035398230088495575,0.00016332363599244626
sofa,0.00016594450078362682,0.054878048780487805,0.00033088843544918105
train,3.311806590495115e-05,0.006993006993006993,6.592392379194409e-05
tvmonitor,0.0002719197534594235,0.056962025316455694,0.0005412557132547511
Mean,0.0019011842732531245,0.04317830119893985,0.0013508518536414884
