Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.026938915579958818,0.8092783505154639,0.052142145466622374
bicycle,0.024798927613941018,0.7816901408450704,0.04807275877003032
bird,0.009403627980343384,0.7209302325581395,0.018565097616481018
boat,0.008529429556590648,0.6878048780487804,0.016849904397705548
bottle,0.002404730245848304,0.5074626865671642,0.0047867772318348845
bus,0.0472768532526475,0.8445945945945946,0.08954154727793695
car,0.009932352625362397,0.73558648111332,0.019600052973116146
cat,0.057174271577789995,0.8559670781893004,0.10718886884823499
chair,0.0035728428741144892,0.6904761904761905,0.007108901009428924
cow,0.028052805280528052,0.7669172932330827,0.05412576280180419
diningtable,0.011035787482263913,0.7692307692307693,0.021759403170655892
dog,0.08924129353233831,0.7884615384615384,0.16033519553072628
horse,0.029991431019708654,0.7291666666666666,0.05761316872427984
motorbike,0.053082191780821915,0.775,0.09935897435897435
person,0.009017922768134788,0.8729096989966555,0.017851424663070683
pottedplant,0.0046684641501897346,0.7450199203187251,0.009278785322648673
sheep,0.01838961038961039,0.7831858407079646,0.03593543802659628
sofa,0.05609756097560976,0.7012195121951219,0.10388437217705511
train,0.025630425795783382,0.8671328671328671,0.049789198956032926
tvmonitor,0.0058997050147492625,0.8354430379746836,0.011716669625421623
Mean,0.026056957474816733,0.7633738888913049,0.049275222347432854
