,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95,AP@0.5:0.95
Background,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
person,0.08540033400033673,0.06473374158984503,0.054409020734147114,0.04444776765706555,0.03464328467394155,0.02437814661732474,0.015220308511221815,0.008625674145546613,0.004082009307303272,0.0015260946139912799,0.0006038475306661646,0.00019215135098121214,7.560599851417777e-05,2.0580838915012473e-05,2.6837668029607316e-06,3.9700692351490105e-07,1.429224924653644e-07,1.5880276940596047e-08,0.0,0.0,8.954252955724485e-05
chair,0.0007598152699125026,7.420070995239283e-05,4.748845436953141e-05,1.1872113592382853e-05,1.1872113592382853e-05,2.968028398095713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.02394632823789726,0.009183878726400134,0.007197041216388818,0.005686551084554127,0.0020756898707074744,0.000631839009394903,0.00035540944278463296,0.00012093793539199316,7.466066419607742e-05,3.023448384799829e-05,3.023448384799829e-05,9.872484521795359e-06,5.55327254350989e-06,5.55327254350989e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.121351345681343e-06
dog,0.012907626016674742,0.00839252607802255,0.0062960856559038285,0.0025862082422525626,0.0007914335770768366,0.00026342093911581104,9.483153808169197e-05,1.8732155670457674e-05,8.325402520203411e-06,4.6830389176144186e-06,2.081350630050853e-06,1.1707597294036046e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2521103594544577e-07
bottle,0.0017785111474658065,0.0009488978946327962,0.0006779186914461346,0.0004841315788942838,0.00042173239761457616,0.0003098442104923417,0.0002260625511448031,0.00019419055553426275,0.00014644980261552086,5.379239765492042e-05,2.2727288009203876e-05,8.606783624787267e-06,1.2103289472357097e-06,5.379239765492042e-07,5.379239765492042e-07,0.0,0.0,0.0,0.0,0.0,3.362024853432526e-06
cat,0.003729584998625579,0.002442886209689381,0.0007104130862255597,0.0003281199097469359,0.00019526482792287038,7.740951340152201e-05,4.1852029304456104e-05,2.4173732126253845e-05,8.102552873342702e-06,1.674081172178244e-06,1.0714119501940764e-06,2.678529875485191e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3392649377425955e-07
bird,0.0077711793803381226,0.0056775861588070015,0.005099374129134828,0.0037896656726626255,0.003320110937157036,0.0027251637438743845,0.0019645626847083052,0.0010887557890932814,0.0005132116840546634,0.0002483595295236178,0.000139702235357035,5.457118568634181e-05,1.964562684708305e-05,3.880617648806528e-06,2.182847427453672e-06,9.70154412201632e-07,0.0,0.0,0.0,0.0,2.2095266737892168e-05
pottedplant,0.004629766073567198,0.0013583862264459313,0.00039385162778609835,0.00028936037959794987,0.0001750451679049326,4.376129197623315e-05,8.037788322165273e-06,8.037788322165273e-06,3.5723503654067877e-06,8.930875913516969e-07,8.930875913516969e-07,8.930875913516969e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786175182703394e-07
sheep,0.0005852698483153168,0.0005586096129177429,0.0005071534942482996,0.00042079670378566893,0.0003591985095523934,0.00031421790726623034,0.0002577280378573851,0.00019420334642754832,0.00014497202129477914,9.407520826304725e-05,5.414078573045763e-05,2.4062571435758952e-05,7.159112162705142e-06,2.7965281885566963e-06,1.5039107147349345e-06,4.4744451016907137e-07,1.2429014171363094e-08,0.0,0.0,0.0,9.01227817565538e-06
boat,0.004492858573563626,0.000679475525014252,0.0001864320601513027,3.851902069241792e-05,2.4652173243147466e-05,6.163043310786866e-06,1.5407608276967166e-06,1.5407608276967166e-06,1.5407608276967166e-06,1.5407608276967166e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mAP,0.014600127354669687,0.009405018873172723,0.007552477914980152,0.005808299236284451,0.00420182842487132,0.0028752934304555047,0.0018170333344252952,0.0010276246208940271,0.0004982844546050963,0.00019613472017897048,8.54698173782456e-05,2.9159607655819932e-05,1.0917433901471157e-05,3.3349181272434795e-06,6.908448921698543e-07,1.8146058458856043e-07,1.553515066367275e-08,1.5880276940596047e-09,0.0,0.0,1.2977120571789631e-05
