Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.010184895017235976,0.05928853754940711,0.01738355248495654
chair,0.0,0.0,0.0
car,0.0021725636250775914,0.013916500994035786,0.003758389261744966
dog,0.0001894029073346276,0.01098901098901099,0.0003723874691616627
bottle,0.0005856647294679461,0.03880597014925373,0.0011539144328066749
cat,6.508827597429013e-05,0.01646090534979424,0.00012966384647800577
bird,0.0012514991917401052,0.11162790697674418,0.0024752475247524753
pottedplant,0.00022416498542927594,0.00398406374501992,0.0004244482173174872
sheep,0.0001853911753800519,0.2920353982300885,0.00037054711843471905
boat,0.0,0.0,0.0
Mean,0.001857333738454983,0.06838853674791931,0.0032585187944565667
