,epoch,time_elapsed,total_time_elapsed
0,1,598.7292339801788,598.7292339801788
1,2,600.1955673694611,1198.92480134964
2,3,599.1843554973602,1798.1091568470001
3,4,598.3843426704407,2396.493499517441
4,5,599.0972843170166,2995.5907838344574
5,6,599.3624243736267,3594.953208208084
6,7,599.2142231464386,4194.167431354523
7,8,599.5854711532593,4793.752902507782
8,9,599.3358747959137,5393.088777303696
9,10,599.7298364639282,5992.818613767624
10,11,598.8529899120331,6591.671603679657
11,12,598.9134812355042,7190.585084915161
12,13,599.1554799079895,7789.740564823151
13,14,598.9253749847412,8388.665939807892
14,15,598.7648832798004,8987.430823087692
15,16,599.0274410247803,9586.458264112473
16,17,598.7198853492737,10185.178149461746
17,18,599.0107741355896,10784.188923597336
18,19,599.9081592559814,11384.097082853317
19,20,599.0657875537872,11983.162870407104
20,21,599.0416100025177,12582.204480409622
21,22,599.4505054950714,13181.654985904694
