Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.11677631578947369,0.7319587628865979,0.20141843971631204
bicycle,0.044444444444444446,0.07042253521126761,0.05449591280653951
bird,0.08322056833558863,0.5720930232558139,0.14530419373892497
boat,0.03022162525184688,0.21951219512195122,0.05312868949232586
bottle,0.029740965781899584,0.27761194029850744,0.05372616984402079
bus,0.016316015457277802,0.7702702702702703,0.031955150665732304
car,0.032183541782840754,0.8031809145129225,0.06188725490196078
cat,0.1500513874614594,0.6008230452674898,0.24013157894736845
chair,0.01712636608790273,0.6156462585034014,0.033325661680092065
cow,0.022343821249430004,0.3684210526315789,0.04213241616509028
diningtable,0.03099730458221024,0.5054945054945055,0.0584126984126984
dog,0.0777158774373259,0.7664835164835165,0.1411229135053111
horse,0.05974202308214528,0.4583333333333333,0.1057057057057057
motorbike,0.13541666666666666,0.4875,0.2119565217391304
person,0.052209827732279016,0.8993615080571602,0.098690466260739
pottedplant,0.05930470347648262,0.23107569721115537,0.09438567941415785
sheep,0.16666666666666666,0.01327433628318584,0.024590163934426233
sofa,0.04757709251101322,0.32926829268292684,0.08314087759815243
train,0.03380714560122935,0.6153846153846154,0.06409322651128914
tvmonitor,0.0970464135021097,0.5822784810126582,0.1663652802893309
Mean,0.06514543864501464,0.4959197141951428,0.09829845006646541
