,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,0.8770711675425557,2.599873475939314,0.7613529154560833,2.1015335375739035,1.425011932849884,1.425011932849884
1,2,0.6806462916119076,2.561753667960657,0.6377238695657699,1.6944576812403225,1.4739558398723602,1.4739558398723602
2,3,0.6097952176198781,2.5817883995091804,0.5535860422685325,1.551094629914961,1.5095962285995483,1.5095962285995483
3,4,0.5584372136498166,2.6393253530297325,0.48916346044497233,1.4281259374780075,1.5351668894290924,1.5351668894290924
4,5,0.5150145816956168,2.7326905365302183,0.4397667022073798,1.3121164377047636,1.570279210805893,1.570279210805893
5,6,0.4766218935914129,2.838052181997032,0.40103001929123266,1.2030802845397843,1.601841002702713,1.601841002702713
6,7,0.4424652640542416,2.995147684467173,0.36940559280914403,1.1025812133589639,1.6922941505908966,1.6922941505908966
