,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.28281243606243917,0.18912438923204414,0.22252595713384316,0.060286478437341126,0.0002902811102103442,0.0002902811102103442
1,2,0.17722341607787775,0.17369229501991867,0.13126939807699475,0.04595401796960194,5.069058533990756e-05,5.069058533990756e-05
2,3,0.14187058711848585,0.14622044940142587,0.10008253091289741,0.04178805643913002,4.667745452024974e-05,4.667745452024974e-05
3,4,0.10957804230345171,0.10909670311974651,0.07008405183645774,0.03949399044744329,1.3846758520230651e-05,1.3846758520230651e-05
4,5,0.09718816054549258,0.11486911011434131,0.06070392062928206,0.03648424000152252,2.3743614292470738e-05,2.3743614292470738e-05
5,6,0.08322342917114164,0.09662161530477913,0.0481528905910546,0.03507053854071912,1.488545512984274e-05,1.488545512984274e-05
6,7,0.0724831430700573,0.13023899206511183,0.03710886410834981,0.035374278903988594,3.371703132870607e-05,3.371703132870607e-05
7,8,0.07591176701002082,0.09698660291580079,0.04228817297557899,0.03362359378046093,5.8659039495978504e-05,5.8659039495978504e-05
8,9,0.054136546915691974,0.07234533326853428,0.02403925962695656,0.030097287226795354,6.263236718950793e-05,6.263236718950793e-05
9,10,0.0504620224207755,0.09075169263989362,0.021933086543931703,0.028528936034182214,5.9389840316725895e-06,5.9389840316725895e-06
10,11,0.0609529270331042,0.08197237718625654,0.030517625362290694,0.030435301798203862,1.621047886146698e-05,1.621047886146698e-05
11,12,0.0566013668448673,0.0722424629529949,0.027290602411400473,0.029310764498183973,3.1052168196765706e-06,3.1052168196765706e-06
12,13,0.05312709293821796,0.061558179997765215,0.02398924988712179,0.029137842898178876,1.5705400073784404e-05,1.5705400073784404e-05
13,14,0.040144649217634526,0.08478997120331162,0.013989930065548389,0.026154719194653266,4.8999558202922344e-05,4.8999558202922344e-05
14,15,0.040988263042510936,0.07646089528914975,0.015261777035608206,0.025726486003125895,2.3229658836498857e-05,2.3229658836498857e-05
15,16,0.04328436640660668,0.06153688679565524,0.017361539560476928,0.025922826869157322,6.98679241395439e-06,6.98679241395439e-06
16,17,0.041277920541636495,0.06411676572961748,0.015360981697792084,0.02591693886655262,9.554972166370135e-06,9.554972166370135e-06
17,18,0.033166329272282684,0.061855832916099494,0.00892977392957511,0.024236555404264396,1.2823088582081255e-05,1.2823088582081255e-05
18,19,0.04199326472267362,0.06925423783166688,0.017950733315973324,0.024042531482178633,2.315038727829233e-06,2.315038727829233e-06
19,20,0.032005535788261014,0.05218704546271624,0.008087786875824815,0.02391774893510831,2.3518703073932556e-06,2.3518703073932556e-06
20,21,0.03668528695638147,0.05497011073515049,0.012937127481663402,0.02374815945975653,3.962831215176266e-06,3.962831215176266e-06
21,22,0.034818324643799164,0.08403822450911018,0.011615753553686745,0.023202571049261527,0.025298310443758965,0.025298310443758965
22,23,0.038597860557063136,0.057495803249073184,0.015183880847922507,0.02341397970431406,3.3370627079420956e-06,3.3370627079420956e-06
23,24,0.028568938223144196,0.052876663873424455,0.00640411874297962,0.022164819542254598,2.764272039712523e-06,2.764272039712523e-06
24,25,0.033738100001713116,0.0566585979610655,0.011892051005328998,0.021846049088088952,5.292938567436067e-06,5.292938567436067e-06
25,26,0.03358661793979727,0.05128096871838513,0.011161860746619302,0.022424757194826166,1.5785201412654715e-06,1.5785201412654715e-06
26,27,0.027556325928194486,0.05234985171697323,0.006022724222701155,0.021533601707956606,8.0168047134066e-06,8.0168047134066e-06
27,28,0.031237363861187806,0.05199297990133781,0.009830443404152485,0.021406920498791542,2.565396926001995e-06,2.565396926001995e-06
28,29,0.026430344506431055,0.0532698532552498,0.005203224754333724,0.021227119729022373,6.401400582944916e-07,6.401400582944916e-07
29,30,0.03486508747041331,0.0538366166604843,0.013298208352408674,0.021566879037298432,3.4563996109682193e-07,3.4563996109682193e-07
30,31,0.028563130899339068,0.047842625749877264,0.008151816287341502,0.020411314604135644,1.6535972235942609e-06,1.6535972235942609e-06
31,32,0.028695430133290605,0.059951297611348764,0.008729133699042877,0.019966296420453954,5.5361739214276895e-05,5.5361739214276895e-05
32,33,0.028105661859449016,0.04945814959013243,0.008383792565887243,0.019721869236739877,2.0482766558416188e-06,2.0482766558416188e-06
33,34,0.021828952896037954,0.06478266205446441,0.002661209347193559,0.01916774359588575,1.0884671610256191e-05,1.0884671610256191e-05
34,35,0.03757849216178905,0.05027333200780504,0.01746028423656073,0.020118208006308733,3.3279611670877784e-06,3.3279611670877784e-06
35,36,0.030145101320481756,0.052900366231061945,0.010021537829108555,0.020123563532162998,1.7306359723079368e-06,1.7306359723079368e-06
36,37,0.024441427451175318,0.052169054981270335,0.003960855874077629,0.0204805716374562,8.98187522579974e-07,8.98187522579974e-07
37,38,0.027656709948965495,0.05289884784713491,0.008571825418139634,0.01908488455743934,4.1083740143221803e-07,4.1083740143221803e-07
38,39,0.02436187825484183,0.05008536374682985,0.006106877589560101,0.018255000652119744,1.105504793486034e-06,1.105504793486034e-06
