,epoch,time_elapsed,total_time_elapsed
0,1,409.91832280158997,409.91832280158997
1,2,391.2027413845062,801.1210641860962
2,3,367.278466463089,1168.3995306491852
3,4,367.390939950943,1535.7904706001282
4,5,367.78485918045044,1903.5753297805786
5,6,367.4631943702698,2271.0385241508484
6,7,366.9296827316284,2637.968206882477
7,8,367.3413987159729,3005.3096055984497
8,9,367.4063653945923,3372.715970993042
9,10,367.29566979408264,3740.0116407871246
10,11,367.15371346473694,4107.165354251862
11,12,366.8116765022278,4473.977030754089
12,13,367.24564385414124,4841.222674608231
13,14,367.3144299983978,5208.537104606628
14,15,367.64544343948364,5576.182548046112
15,16,366.57868242263794,5942.76123046875
16,17,367.3265812397003,6310.08781170845
17,18,367.13630414009094,6677.224115848541
18,19,367.0327033996582,7044.2568192481995
19,20,366.82609844207764,7411.082917690277
20,21,367.65944814682007,7778.742365837097
21,22,367.85779070854187,8146.600156545639
22,23,366.9496293067932,8513.549785852432
23,24,366.4621341228485,8880.01191997528
24,25,366.9732186794281,9246.985138654709
25,26,367.2943961620331,9614.279534816742
26,27,367.2065601348877,9981.48609495163
27,28,366.361741065979,10347.847836017609
28,29,366.5513653755188,10714.399201393127
29,30,367.6301941871643,11082.029395580292
30,31,366.1785583496094,11448.207953929901
31,32,367.34573888778687,11815.553692817688
32,33,366.5296154022217,12182.08330821991
33,34,367.3625807762146,12549.445888996124
34,35,367.51245307922363,12916.958342075348
35,36,366.296959400177,13283.255301475525
36,37,367.16475915908813,13650.420060634613
37,38,367.4779076576233,14017.897968292236
38,39,367.1388990879059,14385.036867380142
