,Class,Mean Euclidean Distance@0.50,Mean Euclidean Distance@0.55,Mean Euclidean Distance@0.60,Mean Euclidean Distance@0.65,Mean Euclidean Distance@0.70,Mean Euclidean Distance@0.75,Mean Euclidean Distance@0.80,Mean Euclidean Distance@0.85,Mean Euclidean Distance@0.90,Mean Euclidean Distance@0.95
0,Background,,,,,,,,,,
1,Clear Plastic Bottle,18.050548899854984,16.858015556423666,16.02346973660315,14.812111699200038,14.396319512877103,13.730217372051765,13.111961702001013,12.130814893106738,9.34151768658081,5.6117247469588145
2,Drink Can,10.2062687062801,9.582670665783109,9.31217398435667,9.447212990833725,9.36252196412577,9.787577879185108,9.596210517144472,9.152682491915375,6.258735647911999,3.4515426115974224
3,Drink Carton,13.793200066597812,14.651280923702142,14.651280923702142,14.651280923702142,14.651280923702142,9.920233373398638,9.920233373398638,8.763707566198482,5.520380244063614,
4,Glass Bottle,22.292386205799147,16.721662960936204,17.790219546761673,19.544250931695984,21.177686771012716,15.243250190407363,10.048837244868542,10.048837244868542,,
5,Glass Jar,16.62280833095205,16.62280833095205,16.62280833095205,16.62280833095205,16.068974851399044,11.44965686344651,11.44965686344651,11.44965686344651,,
6,Other Plastic Bottle,12.308951487751614,12.164263529887853,12.164263529887853,12.505624986215468,12.578920058652203,13.188973444087118,13.457533155605578,12.269853290701363,9.658648318774611,7.858021942464268
