,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95,AP@0.5:0.95
Background,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
aeroplane,8.736676568233443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bicycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bird,0.0011558194130591628,0.0002784163590492168,0.00010022988925771806,6.616738783029044e-05,3.410600398352906e-05,1.4094828176866603e-05,4.350255610144013e-06,2.131625248970566e-06,3.9152300491296117e-07,3.9152300491296117e-07,1.7401022440576052e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7401022440576053e-08
boat,0.0026439288783131737,0.00010575715513252694,2.6439288783131735e-05,1.4872099940511603e-05,1.6524555489457334e-06,1.6524555489457334e-06,1.6524555489457334e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.00014969766894570548,3.226901282120436e-05,8.06725320530109e-06,3.8665533114165e-06,3.0550544682797036e-06,7.637636170699259e-07,1.9094090426748148e-07,4.773522606687037e-08,4.773522606687037e-08,4.773522606687037e-08,4.773522606687037e-08,4.773522606687037e-08,4.773522606687037e-08,4.773522606687037e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.9094090426748147e-08
bus,0.0009429197628321067,3.314952291206625e-05,5.3039236659306e-06,1.32598091648265e-06,5.893248517700666e-07,5.893248517700666e-07,5.893248517700666e-07,1.4733121294251665e-07,1.4733121294251665e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.00029264800491455163,9.674314212051293e-06,9.674314212051293e-06,9.674314212051293e-06,2.4185785530128233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0013992743633202806,0.00021189232798502888,4.815995177701914e-05,1.2634466825499963e-05,4.1255401879183556e-06,1.4038296472777737e-06,4.5839335421315066e-07,1.1459833855328767e-07,1.1459833855328767e-07,2.8649584638321916e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chair,0.0006328718317342251,3.125292996218395e-05,7.813232490545988e-06,8.681369433939987e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,0.0027267392284073704,0.0005909015747648552,0.00023425316201240487,0.0002075045310559711,0.00013698541307991842,6.565573052942835e-05,6.565573052942835e-05,5.1876132763992775e-05,2.9180324679745937e-05,2.9180324679745937e-05,7.295081169936484e-06,7.295081169936484e-06,7.295081169936484e-06,8.105645744373871e-07,8.105645744373871e-07,0.0,0.0,0.0,0.0,0.0,2.350637265868422e-06
diningtable,0.0002577407443227671,8.91836485545907e-07,3.963717713537365e-07,3.963717713537365e-07,3.963717713537365e-07,3.963717713537365e-07,3.963717713537365e-07,9.909294283843412e-08,9.909294283843412e-08,9.909294283843412e-08,9.909294283843412e-08,9.909294283843412e-08,9.909294283843412e-08,9.909294283843412e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.9637177135373646e-08
dog,0.002362756919797641,0.00011098320392694032,3.9488022080499544e-05,9.872005520124886e-06,4.133261826765091e-06,4.133261826765091e-06,2.1861880736608748e-06,1.6738002438966071e-06,1.3663675460380467e-07,3.415918865095117e-08,3.415918865095117e-08,3.415918865095117e-08,3.415918865095117e-08,3.415918865095117e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.3663675460380467e-08
horse,0.0006598989665278422,5.8325620854542644e-05,3.482666203917939e-05,2.0365764306648155e-05,9.761105969458584e-06,4.338269319759371e-06,4.338269319759371e-06,1.9281196976708315e-06,1.0845673299398427e-06,4.820299244177079e-07,4.820299244177079e-07,1.2050748110442697e-07,1.2050748110442697e-07,1.2050748110442697e-07,1.2050748110442697e-07,1.2050748110442697e-07,0.0,0.0,0.0,0.0,1.0845673299398427e-07
motorbike,0.0011594202898550724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person,0.025370943482086586,0.0010889197183467265,0.00016108279857200098,1.0067674910750061e-05,6.443311942880039e-06,1.6108279857200098e-06,1.6108279857200098e-06,1.6108279857200098e-06,4.0270699643000246e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pottedplant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheep,0.00031640876056755816,0.00012359717209670242,7.910219014188954e-05,7.910219014188954e-05,4.449498195481287e-05,1.9775547535472385e-05,4.943886883868096e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sofa,0.0011282826736427258,0.00032319781407262377,0.00015130313179577122,7.251806908554714e-05,2.708236530663952e-05,1.4324556856404375e-05,8.057563231727461e-06,8.057563231727461e-06,2.0143908079318654e-06,8.952848035252735e-07,2.2382120088131837e-07,2.2382120088131837e-07,2.2382120088131837e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71463602643955e-08
train,0.00027104678267468965,1.0841871306987586e-05,1.0841871306987586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tvmonitor,0.00048685491723466414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mAP,0.002102230972695923,0.00015050352169646014,4.5849103155589235e-05,2.5461777338596553e-05,1.3762188472264201e-05,6.43693838334167e-06,4.721510403242917e-06,3.384341344618968e-06,1.6809453646982758e-06,1.5579399677398227e-06,4.177964938598763e-07,3.910198604739243e-07,3.910198604739243e-07,5.560297065490349e-08,4.6553602777090704e-08,6.025374055221348e-09,0.0,0.0,0.0,0.0,1.3080181622949402e-07
