Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.1149914497434923,0.9200364852538766,0.20443183353600863
chair,0.03984259714707329,0.6887755102040817,0.0753278154933507
car,0.11875881523272215,0.8369781312127237,0.20800395256916995
dog,0.1218026796589525,0.8241758241758241,0.21223912274495932
bottle,0.4356060606060606,0.34328358208955223,0.3839732888146911
cat,0.2608695652173913,0.4444444444444444,0.32876712328767116
bird,0.1646746347941567,0.5767441860465117,0.256198347107438
pottedplant,0.07972097658196313,0.6374501992031872,0.141718334809566
sheep,0.1907356948228883,0.6194690265486725,0.2916666666666667
boat,0.07395833333333333,0.6926829268292682,0.1336470588235294
Mean,0.16009608071380338,0.6584040316008142,0.2235973543853051
