,epoch,time_elapsed,total_time_elapsed
0,1,106.05133104324341,106.05133104324341
1,2,93.11753296852112,199.16886401176453
2,3,95.41550588607788,294.5843698978424
3,4,86.87859082221985,381.46296072006226
4,5,98.22519254684448,479.68815326690674
5,6,102.15243434906006,581.8405876159668
6,7,107.70235395431519,689.542941570282
7,8,119.24283409118652,808.7857756614685
8,9,108.6441764831543,917.4299521446228
9,10,93.57238912582397,1011.0023412704468
10,11,94.55122542381287,1105.5535666942596
11,12,93.41439485549927,1198.967961549759
12,13,100.79343962669373,1299.7614011764526
13,14,75.71222043037415,1375.4736216068268
14,15,75.93863415718079,1451.4122557640076
15,16,75.93211793899536,1527.344373703003
16,17,75.78694105148315,1603.131314754486
