,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,1.3048786973651452,1.135777622461319,0.44757195118861864,0.24401381970206393,0.6132929287379301,0.2916809618473053,0.2916809618473053,0.2916809618473053
1,2,1.0268114767497099,0.9998582800229391,0.2525000208163563,0.17206860908979102,0.6022428508046307,0.28033827245235443,0.28033827245235443,0.28033827245235443
2,3,0.9360971352722072,1.0104825248320897,0.19771705935650233,0.13996781861480279,0.5984122541886342,0.3215295771757762,0.3215295771757762,0.3215295771757762
3,4,0.8816721016847635,0.9475140621264776,0.16142920527277113,0.12510054285013222,0.5951423524301264,0.30124537150065106,0.30124537150065106,0.30124537150065106
4,5,0.8376843031448654,0.9845928251743317,0.13260359722602216,0.11100994465471822,0.5940707650365709,0.29849982261657715,0.29849982261657715,0.29849982261657715
5,6,0.8074339401872852,1.0032299657662709,0.11236760706369635,0.1020324649878695,0.5930338660372964,0.25031954298416775,0.25031954298416775,0.25031954298416775
6,7,0.7993566363672667,1.0100067257881165,0.10075277476748333,0.10554268626095373,0.5930611747729627,0.3331635445356369,0.3331635445356369,0.3331635445356369
7,8,0.7979263482214529,0.9907068262497584,0.09869991700294652,0.10593256873043277,0.5932938637612741,0.2612977921962738,0.2612977921962738,0.2612977921962738
8,9,0.7849955377699454,1.0074976980686188,0.08976834918124767,0.10255461308775068,0.5926725713512565,0.2693595464030902,0.2693595464030902,0.2693595464030902
9,10,0.7551161262053477,1.0103808442751567,0.06920845205365103,0.09380141938034492,0.5921062547949296,0.2859325607617696,0.2859325607617696,0.2859325607617696
10,11,0.7376082592372653,0.9986872772375742,0.06191391065198032,0.08427677487459363,0.5914175736753247,0.26875732839107513,0.26875732839107513,0.26875732839107513
11,12,0.7172297910798954,1.1135957539081573,0.04332871410311966,0.08276550405764882,0.5911355712745763,0.35635313888390857,0.35635313888390857,0.35635313888390857
