Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.11538314249607476,0.916083916083916,0.20495204407863413
chair,0.02714413151522875,0.7244897959183674,0.05232772386684682
car,0.1691696113074205,0.7614314115308151,0.27683411637152155
dog,0.14351005484460694,0.8626373626373627,0.24608150470219436
bottle,0.23011844331641285,0.4059701492537313,0.29373650107991356
cat,0.38362068965517243,0.3662551440329218,0.3747368421052632
bird,0.1424390243902439,0.6790697674418604,0.2354838709677419
pottedplant,0.10197578075207138,0.6374501992031872,0.17582417582417584
sheep,0.22788203753351208,0.7522123893805309,0.3497942386831276
boat,0.08818236352729454,0.7170731707317073,0.15705128205128205
Mean,0.16294252793380382,0.68226733062144,0.23668222997307006
