,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.38032241365828806,0.27496096262029396,0.27683139702078896,0.10349101615007793,0.14017513766884804,0.14017513766884804
1,2,0.24244106974383103,0.21872831759191005,0.16397769287855268,0.0784633765105924,0.1350470781326294,0.1350470781326294
2,3,0.20417853531854174,0.19478452773155452,0.13282292038550444,0.07135561509623636,0.10884904116392136,0.10884904116392136
3,4,0.18565746123476007,0.22135054518547015,0.11791888040394705,0.06773858078729326,0.12217172607779503,0.12217172607779503
4,5,0.16640882687120934,0.22356450331406058,0.10374571545110475,0.06266311132653712,0.1049259677529335,0.1049259677529335
5,6,0.14619670604642865,0.22381401726993444,0.08738516393404837,0.058811542066684534,0.10244664922356606,0.10244664922356606
6,7,0.13948677894093583,0.15471118949701854,0.08304805023743658,0.05643872869479531,0.1057714931666851,0.1057714931666851
7,8,0.12730353772117992,0.1562356082635505,0.07326699312445577,0.05403654452274057,0.10901233181357384,0.10901233181357384
8,9,0.11313071213314467,0.15948649950186225,0.06139411096391486,0.05173660109742222,0.1073775589466095,0.1073775589466095
9,10,0.11811187523895893,0.1629906562548653,0.06775710030968049,0.050354774963006235,0.10755007714033127,0.10755007714033127
10,11,0.10960340586917422,0.1385106996711448,0.06049620520397499,0.04910720066411125,0.09243370592594147,0.09243370592594147
11,12,0.10213195429418549,0.15063859499712415,0.05496421299883487,0.047167741095159796,0.10557443276047707,0.10557443276047707
12,13,0.0968887406949685,0.1424392343054865,0.04958321363501964,0.04730552714535636,0.10344624891877174,0.10344624891877174
13,14,0.09636643343544174,0.17222840370279607,0.04980645092883121,0.04655998245003485,0.11120135709643364,0.11120135709643364
14,15,0.08857341921261608,0.13816085205387288,0.04545342441371895,0.04311999491041648,0.10110582038760185,0.10110582038760185
15,16,0.07855941178538253,0.17640677447839875,0.03694271443277885,0.04161669734525973,0.10943367332220078,0.10943367332220078
16,17,0.0950484714431636,0.14361435139255824,0.05066214766240217,0.04438632350441103,0.10110694169998169,0.10110694169998169
17,18,0.07685033864533163,0.15844568996646693,0.03680073658535344,0.040049602127433796,0.10982127115130424,0.10982127115130424
18,19,0.07056089676916599,0.1398435002889171,0.03124609624610117,0.03931480048389705,0.10014039650559425,0.10014039650559425
19,20,0.06945508788557392,0.15838942737710254,0.03015791665611432,0.03929717115248405,0.11817065253853798,0.11817065253853798
