Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.010352197492359425,0.9042262085740347,0.020470040024641138
chair,0.0034223732689620126,0.7329931972789115,0.006812936676045652
car,0.008499637688255225,0.8628230616302187,0.016833449693584673
dog,0.07223021582733813,0.6895604395604396,0.13076321958843448
bottle,0.003052895430297577,0.5671641791044776,0.006073100957312493
cat,0.1048158640226629,0.7613168724279835,0.18426294820717135
bird,0.010842177597923188,0.6604651162790698,0.021334134615384616
pottedplant,0.009766594934613475,0.7051792828685259,0.019266354631544573
sheep,0.013171467111005317,0.7345132743362832,0.02587886818925871
boat,0.007300357568533969,0.7170731707317073,0.01445356668797011
Mean,0.024345378094195118,0.7335314802791651,0.04461486192713478
