Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.16422947131608548,0.7525773195876289,0.2696214219759926
bicycle,0.0547945205479452,0.7605633802816901,0.10222432560340748
bird,0.12206572769953052,0.6046511627906976,0.203125
boat,0.0979020979020979,0.6829268292682927,0.1712538226299694
bottle,0.1652582159624413,0.5253731343283582,0.25142857142857145
bus,0.18716577540106952,0.7094594594594594,0.29619181946403383
car,0.15712074303405574,0.8071570576540755,0.26303854875283444
cat,0.25308641975308643,0.16872427983539096,0.20246913580246914
chair,0.044503247534279526,0.6292517006802721,0.08312738710402157
cow,0.040242976461655276,0.39849624060150374,0.07310344827586207
diningtable,0.06361474435196195,0.5879120879120879,0.1148068669527897
dog,0.1297676457693994,0.8131868131868132,0.2238185255198488
horse,0.13647342995169082,0.5885416666666666,0.22156862745098035
motorbike,0.13125695216907676,0.7375,0.22285174693106707
person,0.11894117647058823,0.9221647917300091,0.21070547778665458
pottedplant,0.08264915161466886,0.601593625498008,0.1453320500481232
sheep,0.49,0.2168141592920354,0.3006134969325154
sofa,0.13613861386138615,0.3353658536585366,0.19366197183098594
train,0.25833333333333336,0.6503496503496503,0.3697813121272366
tvmonitor,0.04022313564298297,0.8670886075949367,0.07687991021324354
Mean,0.14368836893886677,0.6179848910188056,0.19978017334153036
