,Class,Mean Euclidean Distance@0.50,Mean Euclidean Distance@0.55,Mean Euclidean Distance@0.60,Mean Euclidean Distance@0.65,Mean Euclidean Distance@0.70,Mean Euclidean Distance@0.75,Mean Euclidean Distance@0.80,Mean Euclidean Distance@0.85,Mean Euclidean Distance@0.90,Mean Euclidean Distance@0.95
0,Background,,,,,,,,,,
1,person,28.3696517308425,26.687204290806715,24.89616703093063,22.782137862693126,20.529292464902838,18.437113664358872,16.44657817312987,13.726689185470665,10.281231591853123,6.953761386581634
2,chair,14.441039103498449,14.185000575998675,13.190396448696458,12.249472485209258,10.558849166662823,8.791580916763701,8.019835232322645,7.4234593316733894,5.766319550571475,4.675182444985802
3,car,10.783704470169125,10.238128213831738,9.648491907564864,9.041158105870455,8.482506456571956,7.8737065981891226,7.371275276295085,6.882894605075378,6.461527318675301,5.0823986293035945
4,dog,39.07602293279248,35.97150078654728,34.510998050602666,32.18808285137585,29.111593492239678,25.18468468481439,22.63924234085694,17.723875291331954,15.162686440700192,6.301242501351762
5,bottle,9.3031617112603,8.629079751460171,8.038707130857459,6.869710514568047,6.074888346701856,5.066775413923805,4.780204701166175,5.15568378485,4.250890496100723,1.7943028965521273
6,cat,16.65697243272693,15.916853395209118,15.916853395209118,14.727359670068068,14.189064858851431,13.610361075110452,12.969574315740218,12.034165957454675,10.844922641738222,7.103925890693935
7,bird,15.465027381340962,15.30365853577741,14.20024087156683,12.713195825072908,12.613674533852688,11.602695705468527,10.962700107332118,10.137530771113141,8.476762726987644,5.667454853359165
8,pottedplant,36.63565126069048,33.94610845941873,30.258760803937104,27.237566003446382,22.758543504992186,18.596415222298408,16.489524675138668,17.26699257993855,14.875026745793406,6.023079592620054
9,sheep,18.99057704891636,17.80694637957288,15.23146328872341,13.012395257178207,12.422811792264808,10.930649600459203,10.34444551979397,10.4586814590054,6.578102793342752,
10,boat,14.164009097694608,12.463305919238532,10.698384073716182,9.933453933688403,9.383799656369417,8.982741620484587,8.460792524699881,8.077172650880343,7.1082515402024,6.190415250977293
