Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
Clear Plastic Bottle,0.1095890410958904,0.9696969696969697,0.19692307692307692
Drink Can,0.2264957264957265,1.0,0.3693379790940766
Drink Carton,0.11764705882352941,1.0,0.21052631578947367
Glass Bottle,0.0462046204620462,0.7777777777777778,0.08722741433021806
Glass Jar,0.07096774193548387,1.0,0.1325301204819277
Other Plastic Bottle,0.1836734693877551,1.0,0.3103448275862069
Mean,0.12576294303340524,0.9579124579124579,0.21781495570082998
