,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95
Background,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clear Plastic Bottle,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.10626816106268161,0.09973017849730179,0.09973017849730179,0.09339975093399751,0.0701535907015359,0.05489829804898298,0.045765877957658775,0.008405977584059775,0.00010377750103777501,0.0
Drink Can,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.2264957264957265,0.20158039025963553,0.15610385421706177,0.1103854217061764,0.04265441057893888,0.0020158039025963558,0.0
Drink Carton,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0661764705882353,0.016544117647058824,0.007352941176470588,0.001838235294117647
Glass Bottle,0.05298863219655298,0.05298863219655298,0.05298863219655298,0.05298863219655298,0.04693802713604694,0.04693802713604694,0.04693802713604694,0.04693802713604694,0.04693802713604694,0.04693802713604694,0.03593692702603594,0.030986431976530986,0.030986431976530986,0.026402640264026403,0.026402640264026403,0.006600660066006601,0.004583791712504583,0.0007334066740007334,0.0,0.0
Glass Jar,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.07096774193548387,0.04750733137829913,0.014662756598240468,0.014662756598240468,0.002346041055718475,0.0005865102639296188,0.0005865102639296188,0.0
Other Plastic Bottle,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.1836734693877551,0.12755102040816327,0.08163265306122448,0.04591836734693878,0.00510204081632653,0.0
mAP,0.12634013165028826,0.12634013165028826,0.12634013165028826,0.12634013165028826,0.12533169747353726,0.12533169747353726,0.12533169747353726,0.12533169747353726,0.12533169747353726,0.12533169747353726,0.12349818078853542,0.12158343451938795,0.12158343451938795,0.11585432954722234,0.1023533176724538,0.07957727469366409,0.051815042680253,0.0191404650158211,0.0025268456100601445,0.00030637254901960784
