,epoch,time_elapsed,total_time_elapsed
0,1,103.43525195121765,103.43525195121765
1,2,89.25027108192444,192.6855230331421
2,3,84.51153635978699,277.1970593929291
3,4,77.12056732177734,354.3176267147064
4,5,66.08193349838257,420.399560213089
5,6,66.01012325286865,486.40968346595764
6,7,67.07694029808044,553.4866237640381
7,8,65.47414660453796,618.960770368576
8,9,73.60656571388245,692.5673360824585
9,10,80.6727499961853,773.2400860786438
10,11,65.59122920036316,838.831315279007
11,12,65.65961480140686,904.4909300804138
12,13,81.42492938041687,985.9158594608307
13,14,88.00515055656433,1073.921010017395
14,15,78.08149981498718,1152.0025098323822
15,16,69.89626812934875,1221.898777961731
16,17,72.86438918113708,1294.763167142868
17,18,65.73469424247742,1360.4978613853455
18,19,91.70425128936768,1452.2021126747131
19,20,75.32040095329285,1527.522513628006
20,21,88.89870309829712,1616.421216726303
21,22,75.17903208732605,1691.6002488136292
22,23,81.6539375782013,1773.2541863918304
23,24,81.87058186531067,1855.124768257141
24,25,81.88823866844177,1937.0130069255829
