,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.96106917,0.990099,0.9764498,-1.0,0.98481846,0.9609729,0.6269504,0.97659576,0.97659576,-1.0,0.988,0.9741379,0.96106917,0.97659576,1
