,epoch,time_elapsed,total_time_elapsed
0,1,415.13669180870056,415.13669180870056
1,2,413.87798500061035,829.0146768093109
2,3,414.49419021606445,1243.5088670253754
3,4,382.09588980674744,1625.6047568321228
4,5,319.9579641819,1945.5627210140228
5,6,287.6661853790283,2233.228906393051
6,7,309.91992688179016,2543.1488332748413
7,8,287.3534286022186,2830.50226187706
8,9,284.8356478214264,3115.3379096984863
9,10,332.40501856803894,3447.7429282665253
10,11,287.696035861969,3735.4389641284943
11,12,302.46454215049744,4037.9035062789917
12,13,288.95503783226013,4326.858544111252
13,14,286.48428606987,4613.342830181122
14,15,289.0743646621704,4902.417194843292
15,16,288.0286772251129,5190.445872068405
16,17,287.9129738807678,5478.358845949173
17,18,364.9416286945343,5843.300474643707
18,19,323.47603034973145,6166.776504993439
19,20,287.33939480781555,6454.115899801254
20,21,295.3216152191162,6749.4375150203705
21,22,336.0701744556427,7085.507689476013
22,23,333.78565073013306,7419.293340206146
23,24,414.6312563419342,7833.92459654808
24,25,398.6733856201172,8232.597982168198
25,26,299.8366529941559,8532.434635162354
26,27,284.5272526741028,8816.961887836456
27,28,285.1884400844574,9102.150327920914
28,29,287.43831276893616,9389.58864068985
29,30,292.92727541923523,9682.515916109085
30,31,287.68659806251526,9970.2025141716
31,32,285.9492144584656,10256.151728630066
32,33,284.9002857208252,10541.052014350891
33,34,334.95178270339966,10876.00379705429
34,35,426.53984475135803,11302.543641805649
35,36,397.6198687553406,11700.16351056099
36,37,344.3004295825958,12044.463940143585
37,38,401.7210621833801,12446.185002326965
38,39,405.2475736141205,12851.432575941086
39,40,406.6243312358856,13258.056907176971
40,41,404.2653615474701,13662.322268724442
41,42,405.8060688972473,14068.128337621689
42,43,406.9863951206207,14475.11473274231
43,44,406.4506468772888,14881.565379619598
44,45,404.0623290538788,15285.627708673477
45,46,431.05785274505615,15716.685561418533
46,47,299.71656918525696,16016.40213060379
47,48,286.7091455459595,16303.11127614975
48,49,412.35192823410034,16715.46320438385
49,50,415.47341752052307,17130.936621904373
50,51,414.5292785167694,17545.465900421143
51,52,413.96671772003174,17959.432618141174
52,53,412.52198576927185,18371.954603910446
53,54,412.6062345504761,18784.560838460922
54,55,413.9428172111511,19198.503655672073
55,56,415.9533247947693,19614.456980466843
56,57,417.4591817855835,20031.916162252426
57,58,415.9585886001587,20447.874750852585
58,59,419.93952655792236,20867.814277410507
59,60,415.9520239830017,21283.76630139351
60,61,298.2078137397766,21581.974115133286
61,62,340.3526964187622,21922.326811552048
62,63,428.6316785812378,22350.958490133286
63,64,417.38600873947144,22768.344498872757
64,65,392.50317668914795,23160.847675561905
65,66,358.19966983795166,23519.047345399857
66,67,284.49912762641907,23803.546473026276
67,68,316.71291399002075,24120.259387016296
68,69,401.21686577796936,24521.476252794266
69,70,403.59532713890076,24925.071579933167
70,71,403.8664503097534,25328.93803024292
71,72,403.1204719543457,25732.058502197266
72,73,404.01987957954407,26136.07838177681
73,74,402.36963987350464,26538.448021650314
74,75,403.228848695755,26941.67687034607
75,76,402.47492694854736,27344.151797294617
76,77,403.4071419239044,27747.55893921852
77,78,341.2304005622864,28088.789339780807
78,79,286.54136180877686,28375.330701589584
79,80,286.6067326068878,28661.937434196472
80,81,285.4845952987671,28947.42202949524
81,82,286.6844346523285,29234.106464147568
82,83,285.7920217514038,29519.89848589897
83,84,284.9508352279663,29804.849321126938
84,85,286.4707407951355,30091.320061922073
85,86,284.48396849632263,30375.804030418396
86,87,285.1934189796448,30660.99744939804
87,88,286.15141201019287,30947.148861408234
88,89,285.6371057033539,31232.785967111588
89,90,285.3252613544464,31518.111228466034
90,91,285.22252011299133,31803.333748579025
91,92,285.3665370941162,32088.70028567314
92,93,285.09458661079407,32373.794872283936
93,94,285.1891565322876,32658.984028816223
94,95,284.7246685028076,32943.70869731903
95,96,283.6785659790039,33227.387263298035
96,97,285.39074778556824,33512.7780110836
97,98,283.3782720565796,33796.15628314018
98,99,285.4372022151947,34081.59348535538
99,100,284.9337375164032,34366.52722287178
