Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.2668918918918919,0.8144329896907216,0.4020356234096692
bicycle,0.18930041152263374,0.647887323943662,0.2929936305732484
bird,0.22549019607843138,0.641860465116279,0.3337363966142684
boat,0.1012829169480081,0.7317073170731707,0.17793594306049823
bottle,0.17194570135746606,0.5671641791044776,0.2638888888888889
bus,0.22090729783037474,0.7567567567567568,0.3419847328244275
car,0.18024800708591673,0.8091451292246521,0.2948207171314741
cat,0.4884393063583815,0.6954732510288066,0.5738539898132428
chair,0.03549148541561288,0.7159863945578231,0.0676305220883534
cow,0.07014218009478673,0.556390977443609,0.12457912457912461
diningtable,0.08957528957528957,0.6373626373626373,0.15707515233581584
dog,0.2521440823327616,0.8076923076923077,0.38431372549019605
horse,0.11764705882352941,0.6770833333333334,0.2004626060138782
motorbike,0.17876106194690267,0.63125,0.2786206896551724
person,0.16275854440880433,0.8948008513225905,0.2754199616302466
pottedplant,0.11529411764705882,0.5856573705179283,0.19266055045871558
sheep,0.3793103448275862,0.43805309734513276,0.4065708418891171
sofa,0.09812108559498957,0.573170731707317,0.16755793226381463
train,0.23897911832946636,0.7202797202797203,0.3588850174216028
tvmonitor,0.14084507042253522,0.8227848101265823,0.24051803885291398
Mean,0.18617875842462137,0.6862469821813754,0.2767772042497334
