,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,3.961362360520217,5.9285164686540766,1.4764899397965605,3.750831401348114,0.0,0.0
1,2,2.9952572311296035,4.714455181732774,0.9776755336529881,2.9878557339879395,0.0,0.0
2,3,2.5788052398882066,4.612276970098416,0.7912320647701507,2.622286555330262,0.0,0.0
3,4,2.264775867666338,4.752051350971063,0.6503913401675816,2.346885605304296,0.0,0.0
4,5,2.0555240366209784,4.9142313208431005,0.5956801123078201,2.1225696692939935,0.0,0.0
5,6,1.7667441706365075,5.19779725621144,0.49589972876310917,1.8404845703421657,0.0,0.0
6,7,1.5572762239383149,4.650051806122065,0.4469260876216279,1.6106521587107927,0.0,0.0
7,8,1.3764160911346437,4.753934769580762,0.4187070515618183,1.3989698833864155,0.0,0.0
8,9,1.20327117793717,5.114724023578067,0.37342104581504604,1.2139198674272944,0.0,0.0
9,10,1.0623682395533751,5.594113054995735,0.35992706388213763,1.0400470275403435,0.0,0.0
10,11,0.9655068053600897,5.554234495386481,0.3519963804603988,0.9188118185478312,0.0,0.0
