,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.024232827,0.043195963,0.02419844,0.001320132,0.036717877,0.08751699,0.03117971,0.033753056,0.033753056,0.0006569848,0.04167601,0.12987083,[0.03459705 0.09416626 0.         0.00594059 0.         0.01069307],[0.07180723 0.1152652  0.         0.00375    0.         0.01169591],[1 2 3 4 5 6]
