,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,1.109319239200754,1.3893660525306284,0.6379637203527657,0.23714541120611074,0.5542710842522046,0.001747151215871175,0.001747151215871175,0.001747151215871175
1,2,0.951464262353043,1.2518447826587362,0.4855114326577719,0.20249357907712914,0.5472869758387559,0.01098067065080007,0.01098067065080007,0.01098067065080007
2,3,0.843516702605909,1.2277920791990862,0.381029056368808,0.17742885601145167,0.54216615152723,0.01733827715118726,0.01733827715118726,0.01733827715118726
3,4,0.8124567373264723,1.1746610359914484,0.35759790598144686,0.1641848703433994,0.5396375392002004,0.015466390798489252,0.015466390798489252,0.015466390798489252
4,5,0.7672177999365705,1.1580015051452694,0.3140278119327259,0.15113976989936737,0.5374552476269598,0.0021808797804017863,0.0021808797804017863,0.0021808797804017863
5,6,0.7325136003447057,1.1589554750316893,0.2794993097533095,0.14312389122734542,0.536130249272776,0.0003267949602256219,0.0003267949602256219,0.0003267949602256219
6,7,0.6976824990459469,1.1850553341252332,0.24684743953571933,0.1331617781252579,0.5341042335251815,0.0002685781801119447,0.0002685781801119447,0.0002685781801119447
7,8,0.7012802155087666,1.263886777543424,0.2518435928977685,0.13198150986848214,0.5342847283332403,0.004988665692508221,0.004988665692508221,0.004988665692508221
8,9,0.6710359620435149,1.1818788858211822,0.22313933367947586,0.12431805746928426,0.532584980903691,0.00027060167243083316,0.00027060167243083316,0.00027060167243083316
9,10,0.6460931050235704,1.1894061092389165,0.19975676913665721,0.11790644454392996,0.5315839189609498,0.0007250591491659483,0.0007250591491659483,0.0007250591491659483
10,11,0.6527021278527686,1.1287403041245245,0.20865799431482024,0.11813986085156221,0.5316023229642679,0.00022590012910465399,0.00022590012910465399,0.00022590012910465399
11,12,0.600220505163102,1.17465164382232,0.15419930826129663,0.10649457351652948,0.529716367644208,0.006515837584932645,0.006515837584932645,0.006515837584932645
12,13,0.5969613911751089,1.1484417197746097,0.15191170298702125,0.10375238839565343,0.5296213048105022,7.312543554386745e-05,7.312543554386745e-05,7.312543554386745e-05
13,14,0.5893941302858435,1.259608783631317,0.14195943443099737,0.10382401384128868,0.5295476224586254,5.9684510536802314e-05,5.9684510536802314e-05,5.9684510536802314e-05
14,15,0.5811343207045366,1.3563562823163313,0.13694774555203457,0.099238418295752,0.5286566455855625,4.760612500831485e-05,4.760612500831485e-05,4.760612500831485e-05
15,16,0.556841618087292,1.121303670835914,0.1118107647655482,0.09369722259664581,0.5278771992403132,5.892819414536158e-05,5.892819414536158e-05,5.892819414536158e-05
16,17,0.5372236973111951,1.1578591155774423,0.0905648444417752,0.08941629156328113,0.5274224546801953,2.133732778020203e-05,2.133732778020203e-05,2.133732778020203e-05
17,18,0.5402151595122173,1.2030112969008162,0.09432288307585719,0.08938247965407053,0.5276046165528189,7.056780547524492e-05,7.056780547524492e-05,7.056780547524492e-05
18,19,0.5562858044002774,1.2358184002894934,0.11038774841738098,0.09255331978201867,0.5279488703221765,8.366352994926274e-05,8.366352994926274e-05,8.366352994926274e-05
19,20,0.5361347532162856,1.2397226405513113,0.09086651810995199,0.08735460809481735,0.5272192132154494,9.206312824971974e-05,9.206312824971974e-05,9.206312824971974e-05
20,21,0.5075532939963981,1.463290229901304,0.06201391889132905,0.07980811455009776,0.5265198503059285,2.04320385819301e-05,2.04320385819301e-05,2.04320385819301e-05
21,22,0.5316351099576062,1.2119062043377273,0.08741239177771597,0.08506799672538315,0.5269790198284251,1.5915162900152307e-05,1.5915162900152307e-05,1.5915162900152307e-05
22,23,0.5170413642796468,1.1908555502896359,0.07367794353907922,0.07956814512411374,0.5262741515199647,1.4978754431164512e-05,1.4978754431164512e-05,1.4978754431164512e-05
23,24,0.5011456603358521,1.2265263219728695,0.0562489061584147,0.07774774754803827,0.5260415667113457,2.965889871120453e-05,2.965889871120453e-05,2.965889871120453e-05
