Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.08258426966292134,0.7577319587628866,0.14893617021276595
bicycle,0.04587603709126403,0.6619718309859155,0.08580556823368324
bird,0.11946902654867257,0.25116279069767444,0.1619190404797601
boat,0.033851276359600446,0.5951219512195122,0.06405880808611183
bottle,0.13969938107869143,0.4716417910447761,0.21555252387448842
bus,0.045942464577071705,0.722972972972973,0.08639483245861929
car,0.0825535454356415,0.7892644135188867,0.14947289156626506
cat,0.13537117903930132,0.12757201646090535,0.13135593220338984
chair,0.01643362262937962,0.6955782312925171,0.03210865127963573
cow,0.04149377593360996,0.15037593984962405,0.06504065040650406
diningtable,0.061342592592592594,0.5824175824175825,0.11099476439790576
dog,0.10050041701417849,0.6620879120879121,0.17451122375090516
horse,0.10920245398773006,0.4635416666666667,0.17676266137040716
motorbike,0.12790697674418605,0.6875,0.21568627450980393
person,0.10493001048938402,0.8820310124657951,0.1875484871993794
pottedplant,0.022611578075056232,0.7609561752988048,0.043918142101632564
sheep,0.2727272727272727,0.01327433628318584,0.025316455696202528
sofa,0.08275862068965517,0.36585365853658536,0.13498312710911137
train,0.16633266533066132,0.5804195804195804,0.2585669781931464
tvmonitor,0.02252971438708533,0.8037974683544303,0.043830888697152716
Mean,0.0907058440196978,0.5512636644668106,0.12563820359134353
